batch_size,10_epoch_loss,convergence_loss,convergence_time
34,0.4265029728412628,0.09674784541130066,515.0824545715004
34,0.44236302375793457,0.08489080518484116,789.7151822010055
34,0.43930208683013916,0.09037632495164871,658.3748056646436
34,0.4293881952762604,0.08744563162326813,698.12762370985
34,0.4377039968967438,0.08973738551139832,693.00225523673
34,0.4388255774974823,0.0919673815369606,596.434030382894
34,0.42898672819137573,0.08112944662570953,885.1911379713565
34,0.4331682026386261,0.08784778416156769,728.5667912149802
34,0.437740296125412,0.08839540183544159,773.0731423273683
34,0.44074058532714844,0.08933485299348831,685.4384696306661
80,0.7685877680778503,0.09239276498556137,1290.7076080152765
80,0.7876715660095215,0.09183195978403091,959.1405239449814
80,0.789108395576477,0.10401756316423416,901.1002568723634
80,0.7457249760627747,0.10059461742639542,752.5935145923868
80,0.7746249437332153,0.09831888228654861,651.0277317278087
80,0.7804269790649414,0.09312061220407486,859.5994506198913
80,0.7730210423469543,0.08635532855987549,1152.9892517020926
80,0.7676289081573486,0.0858120322227478,1028.9895257363096
80,0.7603918313980103,0.08809869736433029,969.6693759206682
80,0.7904282212257385,0.08632832765579224,948.0762872444466
88,0.8635895252227783,0.09561622142791748,952.9735192582011
88,0.8381361365318298,0.08509378880262375,1055.323200811632
88,0.8295835256576538,0.09406744688749313,927.1600578762591
88,0.8268197178840637,0.08772356808185577,920.847004596144
88,0.8353609442710876,0.10195466130971909,676.7629517950118
88,0.8751976490020752,0.09571557492017746,1412.026898031123
88,0.8253015875816345,0.08813419193029404,962.7943642102182
88,0.8453664779663086,0.09507060796022415,838.4701029257849
88,0.8692339062690735,0.09172920882701874,916.6496972283348
88,0.8660565614700317,0.09391128271818161,787.6959900818765
7,0.28466060757637024,0.08364002406597137,819.7884925985709
7,0.2805642783641815,0.07906272262334824,983.3105227435008
7,0.2890333831310272,0.08106620609760284,1173.3287466075271
7,0.2831612825393677,0.08101797848939896,1344.073997120373
7,0.2779800295829773,0.14569857716560364,614.5968014616519
7,0.28778961300849915,0.07751600444316864,932.0669808955863
7,0.29584017395973206,0.08085032552480698,1109.3266059514135
7,0.2861894965171814,0.0815463587641716,781.4779002470896
7,0.28187134861946106,0.08277634531259537,1535.5982637898996
7,0.29121845960617065,0.09152115136384964,604.280080425553
56,0.5867845416069031,0.09273580461740494,658.0288498178124
56,0.5708913803100586,0.08668151497840881,837.1371298767626
56,0.5917350649833679,0.11951910704374313,443.78590034879744
56,0.5899670124053955,0.09044110774993896,871.3147128438577
56,0.573171079158783,0.09479733556509018,671.7578674331307
56,0.5801153182983398,0.0898667573928833,731.8062821319327
56,0.5809255838394165,0.08683246374130249,877.6942435782403
56,0.5832424163818359,0.09216319024562836,765.2261472167447
56,0.5841115117073059,0.08716852217912674,1291.7418517842889
56,0.5760754346847534,0.08957761526107788,818.9100065575913
24,0.3811919391155243,0.0788734033703804,883.0879792263731
24,0.38498902320861816,0.08189298957586288,695.9506233399734
24,0.3829181492328644,0.09297160059213638,624.8668479602784
24,0.3769175410270691,0.08486331254243851,724.7322953380644
24,0.3819420039653778,0.0852838009595871,696.7815582044423
24,0.38060858845710754,0.08071470260620117,905.609300932847
24,0.37677425146102905,0.08042984455823898,830.6613898109645
24,0.3820463716983795,0.08434620499610901,1055.9990532081574
24,0.38464391231536865,0.09365276992321014,716.7750254180282
24,0.37793493270874023,0.0829213559627533,650.1896988758817
6,0.27621665596961975,0.08336006850004196,760.5095823025331
6,0.2785676121711731,0.08155833929777145,1517.3557764450088
6,0.27236494421958923,0.0829986184835434,792.4726989632472
6,0.29803767800331116,0.08324802666902542,1226.9075540518388
6,0.2702471613883972,0.0752355307340622,1054.5670739905909
6,0.2675709128379822,0.08345485478639603,884.3536699740216
6,0.2685432732105255,0.07981211692094803,1114.792702583596
6,0.2764177620410919,0.08252955973148346,1076.0669565778226
6,0.2854137122631073,0.07905347645282745,883.9616094687954
6,0.2830217778682709,0.08409586548805237,1120.6083008535206
3,0.19849562644958496,0.08609162271022797,1334.4560294812545
3,0.21348534524440765,0.08047445118427277,983.6316507598385
3,0.19902142882347107,0.07805252820253372,1234.4410384893417
3,0.21084904670715332,0.08418772369623184,1446.633822195232
3,0.21123506128787994,0.08651148527860641,869.8499615034088
3,0.20224258303642273,0.08135290443897247,2405.3838765937835
3,0.2067265659570694,0.07724470645189285,1484.098370725289
3,0.19580785930156708,0.08432836830615997,1331.5875456836075
3,0.20270168781280518,0.08147832751274109,1309.122083269991
3,0.2073889672756195,0.08496693521738052,1842.0813895491883
108,1.0136592388153076,0.09534019976854324,1155.5745710302144
108,1.0083904266357422,0.09016873687505722,1087.208543939516
108,0.989983081817627,0.08583515882492065,1284.4038231372833
108,1.0888868570327759,0.09514633566141129,1070.2587624415755
108,1.017788290977478,0.10088484734296799,1132.1275222105905
108,1.0247342586517334,0.085259810090065,1220.7925263615325
108,1.0453376770019531,0.09407550096511841,970.4458391405642
108,1.0458474159240723,0.10175628960132599,842.7570766694844
108,1.0140432119369507,0.09278026223182678,1332.8958453908563
108,1.050857663154602,0.1145445704460144,709.4420332368463
